time,inlet,outlet,drop
1.053,28.6064,0.0,28.6064
1.0535,28.6064,0.0,28.6064
1.054,28.6064,0.0,28.6064
1.0545,28.6064,0.0,28.6064
1.055,28.6064,0.0,28.6064
1.0555,28.6064,0.0,28.6064
1.056,28.6064,0.0,28.6064
1.0565,28.6064,0.0,28.6064
1.057,28.6064,0.0,28.6064
1.0575,28.6064,0.0,28.6064
1.058,28.6064,0.0,28.6064
1.0585,28.6064,0.0,28.6064
1.059,28.6064,0.0,28.6064
1.0595,28.6064,0.0,28.6064
1.06,28.6064,0.0,28.6064
1.0605,28.6064,0.0,28.6064
1.061,28.6064,0.0,28.6064
1.0615,28.6064,0.0,28.6064
1.062,28.6064,0.0,28.6064
1.0625,28.6064,0.0,28.6064
1.063,28.6064,0.0,28.6064
1.0635,28.6064,0.0,28.6064
1.064,28.6064,0.0,28.6064
1.0645,28.6064,0.0,28.6064
1.065,28.6064,0.0,28.6064
1.0655,28.6064,0.0,28.6064
1.066,28.6064,0.0,28.6064
1.0665,28.6064,0.0,28.6064
1.067,28.6064,0.0,28.6064
1.0675,28.6064,0.0,28.6064
1.068,28.6064,0.0,28.6064
1.0685,28.6064,0.0,28.6064
1.069,28.6064,0.0,28.6064
1.0695,28.6064,0.0,28.6064
1.07,28.6064,0.0,28.6064
1.0705,28.6064,0.0,28.6064
1.071,28.6064,0.0,28.6064
1.0715,28.6064,0.0,28.6064
1.072,28.6064,0.0,28.6064
1.0725,28.6064,0.0,28.6064
1.073,28.6064,0.0,28.6064
1.0735,28.6064,0.0,28.6064
1.074,28.6064,0.0,28.6064
1.0745,28.6064,0.0,28.6064
1.075,28.6064,0.0,28.6064
1.0755,28.6064,0.0,28.6064
1.076,28.6064,0.0,28.6064
1.0765,28.6064,0.0,28.6064
1.077,28.6064,0.0,28.6064
1.0775,28.6064,0.0,28.6064
1.078,28.6064,0.0,28.6064
1.0785,28.6064,0.0,28.6064
1.079,28.6064,0.0,28.6064
1.0795,28.6064,0.0,28.6064
1.08,28.6064,0.0,28.6064
1.0805,28.6064,0.0,28.6064
1.081,28.6064,0.0,28.6064
1.0815,28.6064,0.0,28.6064
1.082,28.6064,0.0,28.6064
1.0825,28.6064,0.0,28.6064
1.083,28.6064,0.0,28.6064
1.0835,28.6064,0.0,28.6064
1.084,28.6064,0.0,28.6064
1.0845,28.6064,0.0,28.6064
1.085,28.6064,0.0,28.6064
1.0855,28.6064,0.0,28.6064
1.086,28.6064,0.0,28.6064
1.0865,28.6064,0.0,28.6064
1.087,28.6064,0.0,28.6064
1.0875,28.6064,0.0,28.6064
1.088,28.6064,0.0,28.6064
1.0885,28.6064,0.0,28.6064
1.089,28.6064,0.0,28.6064
1.0895,28.6064,0.0,28.6064
1.09,28.6064,0.0,28.6064
1.0905,28.6064,0.0,28.6064
1.091,28.6064,0.0,28.6064
1.0915,28.6064,0.0,28.6064
1.092,28.6064,0.0,28.6064
1.0925,28.6064,0.0,28.6064
1.093,28.6064,0.0,28.6064
1.0935,28.6064,0.0,28.6064
1.094,28.6064,0.0,28.6064
1.0945,28.6064,0.0,28.6064
1.095,28.6064,0.0,28.6064
1.0955,28.6064,0.0,28.6064
1.096,28.6064,0.0,28.6064
1.0965,28.6064,0.0,28.6064
1.097,28.6064,0.0,28.6064
1.0975,28.6064,0.0,28.6064
1.098,28.6064,0.0,28.6064
1.0985,28.6064,0.0,28.6064
1.099,28.6064,0.0,28.6064
1.0995,28.6064,0.0,28.6064
1.1,28.6064,0.0,28.6064
1.1005,28.6064,0.0,28.6064
1.101,28.6064,0.0,28.6064
1.1015,28.6064,0.0,28.6064
1.102,28.6064,0.0,28.6064
1.1025,28.6064,0.0,28.6064
1.103,28.6064,0.0,28.6064
1.1035,28.6064,0.0,28.6064
1.104,28.6064,0.0,28.6064
1.1045,28.6064,0.0,28.6064
1.105,28.6064,0.0,28.6064
1.1055,28.6064,0.0,28.6064
1.106,28.6064,0.0,28.6064
1.1065,28.6064,0.0,28.6064
1.107,28.6064,0.0,28.6064
1.1075,28.6064,0.0,28.6064
1.108,28.6064,0.0,28.6064
1.1085,28.6064,0.0,28.6064
1.109,28.6064,0.0,28.6064
1.1095,28.6064,0.0,28.6064
1.11,28.6064,0.0,28.6064
1.1105,28.6064,0.0,28.6064
1.111,28.6064,0.0,28.6064
1.1115,28.6064,0.0,28.6064
1.112,28.6064,0.0,28.6064
1.1125,28.6064,0.0,28.6064
1.113,28.6064,0.0,28.6064
1.1135,28.6064,0.0,28.6064
1.114,28.6064,0.0,28.6064
1.1145,28.6064,0.0,28.6064
1.115,28.6064,0.0,28.6064
1.1155,28.6064,0.0,28.6064
1.116,28.6064,0.0,28.6064
1.1165,28.6064,0.0,28.6064
1.117,28.6064,0.0,28.6064
1.1175,28.6064,0.0,28.6064
1.118,28.6064,0.0,28.6064
1.1185,28.6064,0.0,28.6064
1.119,28.6064,0.0,28.6064
1.1195,28.6064,0.0,28.6064
1.12,28.6064,0.0,28.6064
1.1205,28.6064,0.0,28.6064
1.121,28.6064,0.0,28.6064
1.1215,28.6064,0.0,28.6064
1.122,28.6064,0.0,28.6064
1.1225,28.6064,0.0,28.6064
1.123,28.6064,0.0,28.6064
1.1235,28.6064,0.0,28.6064
1.124,28.6064,0.0,28.6064
1.1245,28.6064,0.0,28.6064
1.125,28.6064,0.0,28.6064
1.1255,28.6064,0.0,28.6064
1.126,28.6064,0.0,28.6064
1.1265,28.6064,0.0,28.6064
1.127,28.6064,0.0,28.6064
1.1275,28.6064,0.0,28.6064
1.128,28.6064,0.0,28.6064
1.1285,28.6064,0.0,28.6064
1.129,28.6064,0.0,28.6064
1.1295,28.6064,0.0,28.6064
1.13,28.6064,0.0,28.6064
1.1305,28.6064,0.0,28.6064
1.131,28.6064,0.0,28.6064
1.1315,28.6064,0.0,28.6064
1.132,28.6064,0.0,28.6064
1.1325,28.6064,0.0,28.6064
1.133,28.6064,0.0,28.6064
1.1335,28.6064,0.0,28.6064
1.134,28.6064,0.0,28.6064
1.1345,28.6064,0.0,28.6064
1.135,28.6064,0.0,28.6064
1.1355,28.6064,0.0,28.6064
1.136,28.6064,0.0,28.6064
1.1365,28.6064,0.0,28.6064
1.137,28.6064,0.0,28.6064
1.1375,28.6064,0.0,28.6064
1.138,28.6064,0.0,28.6064
1.1385,28.6064,0.0,28.6064
1.139,28.6064,0.0,28.6064
1.1395,28.6064,0.0,28.6064
1.14,28.6064,0.0,28.6064
1.1405,28.6064,0.0,28.6064
1.141,28.6064,0.0,28.6064
1.1415,28.6064,0.0,28.6064
1.142,28.6064,0.0,28.6064
1.1425,28.6064,0.0,28.6064
1.143,28.6064,0.0,28.6064
1.1435,28.6064,0.0,28.6064
1.144,28.6064,0.0,28.6064
1.1445,28.6064,0.0,28.6064
1.145,28.6064,0.0,28.6064
1.1455,28.6064,0.0,28.6064
1.146,28.6064,0.0,28.6064
1.1465,28.6064,0.0,28.6064
1.147,28.6064,0.0,28.6064
1.1475,28.6064,0.0,28.6064
1.148,28.6064,0.0,28.6064
1.1485,28.6064,0.0,28.6064
1.149,28.6064,0.0,28.6064
1.1495,28.6064,0.0,28.6064
1.15,28.6064,0.0,28.6064
1.1505,28.6064,0.0,28.6064
1.151,28.6064,0.0,28.6064
1.1515,28.6064,0.0,28.6064
1.152,28.6064,0.0,28.6064
1.1525,28.6064,0.0,28.6064
1.153,28.6064,0.0,28.6064
1.1535,28.6064,0.0,28.6064
1.154,28.6064,0.0,28.6064
1.1545,28.6064,0.0,28.6064
1.155,28.6064,0.0,28.6064
1.1555,28.6064,0.0,28.6064
1.156,28.6064,0.0,28.6064
1.1565,28.6064,0.0,28.6064
1.157,28.6064,0.0,28.6064
1.1575,28.6064,0.0,28.6064
1.158,28.6064,0.0,28.6064
1.1585,28.6064,0.0,28.6064
1.159,28.6064,0.0,28.6064
1.1595,28.6064,0.0,28.6064
1.16,28.6064,0.0,28.6064
1.1605,28.6064,0.0,28.6064
1.161,28.6064,0.0,28.6064
1.1615,28.6064,0.0,28.6064
1.162,28.6064,0.0,28.6064
1.1625,28.6064,0.0,28.6064
1.163,28.6064,0.0,28.6064
1.1635,28.6064,0.0,28.6064
1.164,28.6064,0.0,28.6064
1.1645,28.6064,0.0,28.6064
1.165,28.6064,0.0,28.6064
1.1655,28.6064,0.0,28.6064
1.166,28.6064,0.0,28.6064
1.1665,28.6064,0.0,28.6064
1.167,28.6064,0.0,28.6064
1.1675,28.6064,0.0,28.6064
1.168,28.6064,0.0,28.6064
1.1685,28.6064,0.0,28.6064
1.169,28.6064,0.0,28.6064
1.1695,28.6064,0.0,28.6064
1.17,28.6064,0.0,28.6064
1.1705,28.6064,0.0,28.6064
1.171,28.6064,0.0,28.6064
1.1715,28.6064,0.0,28.6064
1.172,28.6064,0.0,28.6064
1.1725,28.6064,0.0,28.6064
1.173,28.6064,0.0,28.6064
1.1735,28.6064,0.0,28.6064
1.174,28.6064,0.0,28.6064
1.1745,28.6064,0.0,28.6064
1.175,28.6064,0.0,28.6064
1.1755,28.6064,0.0,28.6064
1.176,28.6064,0.0,28.6064
1.1765,28.6064,0.0,28.6064
1.177,28.6064,0.0,28.6064
1.1775,28.6064,0.0,28.6064
1.178,28.6064,0.0,28.6064
1.1785,28.6064,0.0,28.6064
1.179,28.6064,0.0,28.6064
1.1795,28.6064,0.0,28.6064
1.18,28.6064,0.0,28.6064
1.1805,28.6064,0.0,28.6064
1.181,28.6064,0.0,28.6064
1.1815,28.6064,0.0,28.6064
1.182,28.6064,0.0,28.6064
1.1825,28.6064,0.0,28.6064
1.183,28.6064,0.0,28.6064
1.1835,28.6064,0.0,28.6064
1.184,28.6064,0.0,28.6064
1.1845,28.6064,0.0,28.6064
1.185,28.6064,0.0,28.6064
1.1855,28.6064,0.0,28.6064
1.186,28.6064,0.0,28.6064
1.1865,28.6064,0.0,28.6064
1.187,28.6064,0.0,28.6064
1.1875,28.6064,0.0,28.6064
1.188,28.6064,0.0,28.6064
1.1885,28.6064,0.0,28.6064
1.189,28.6064,0.0,28.6064
1.1895,28.6064,0.0,28.6064
1.19,28.6064,0.0,28.6064
1.1905,28.6064,0.0,28.6064
1.191,28.6064,0.0,28.6064
1.1915,28.6064,0.0,28.6064
1.192,28.6064,0.0,28.6064
1.1925,28.6064,0.0,28.6064
1.193,28.6064,0.0,28.6064
1.1935,28.6064,0.0,28.6064
1.194,28.6064,0.0,28.6064
1.1945,28.6064,0.0,28.6064
1.195,28.6064,0.0,28.6064
1.1955,28.6064,0.0,28.6064
1.196,28.6064,0.0,28.6064
1.1965,28.6064,0.0,28.6064
1.197,28.6064,0.0,28.6064
1.1975,28.6064,0.0,28.6064
1.198,28.6064,0.0,28.6064
1.1985,28.6064,0.0,28.6064
1.199,28.6064,0.0,28.6064
1.1995,28.6064,0.0,28.6064
1.2,28.6064,0.0,28.6064
1.2005,28.6064,0.0,28.6064
1.201,28.6064,0.0,28.6064
1.2015,28.6064,0.0,28.6064
1.202,28.6064,0.0,28.6064
1.2025,28.6064,0.0,28.6064
1.203,28.6064,0.0,28.6064
1.2035,28.6064,0.0,28.6064
1.204,28.6064,0.0,28.6064
1.2045,28.6064,0.0,28.6064
1.205,28.6064,0.0,28.6064
1.2055,28.6064,0.0,28.6064
1.206,28.6064,0.0,28.6064
1.2065,28.6064,0.0,28.6064
1.207,28.6064,0.0,28.6064
1.2075,28.6064,0.0,28.6064
1.208,28.6064,0.0,28.6064
1.2085,28.6064,0.0,28.6064
1.209,28.6064,0.0,28.6064
1.2095,28.6064,0.0,28.6064
1.21,28.6064,0.0,28.6064
1.2105,28.6064,0.0,28.6064
1.211,28.6064,0.0,28.6064
1.2115,28.6064,0.0,28.6064
1.212,28.6064,0.0,28.6064
1.2125,28.6064,0.0,28.6064
1.213,28.6064,0.0,28.6064
1.2135,28.6064,0.0,28.6064
1.214,28.6064,0.0,28.6064
1.2145,28.6064,0.0,28.6064
1.215,28.6064,0.0,28.6064
1.2155,28.6064,0.0,28.6064
1.216,28.6064,0.0,28.6064
1.2165,28.6064,0.0,28.6064
1.217,28.6064,0.0,28.6064
1.2175,28.6064,0.0,28.6064
1.218,28.6064,0.0,28.6064
1.2185,28.6064,0.0,28.6064
1.219,28.6064,0.0,28.6064
1.2195,28.6064,0.0,28.6064
1.22,28.6064,0.0,28.6064
1.2205,28.6064,0.0,28.6064
1.221,28.6064,0.0,28.6064
1.2215,28.6064,0.0,28.6064
1.222,28.6064,0.0,28.6064
1.2225,28.6064,0.0,28.6064
1.223,28.6064,0.0,28.6064
1.2235,28.6064,0.0,28.6064
1.224,28.6064,0.0,28.6064
1.2245,28.6064,0.0,28.6064
1.225,28.6064,0.0,28.6064
1.2255,28.6064,0.0,28.6064
1.226,28.6064,0.0,28.6064
1.2265,28.6064,0.0,28.6064
1.227,28.6064,0.0,28.6064
1.2275,28.6064,0.0,28.6064
1.228,28.6064,0.0,28.6064
1.2285,28.6064,0.0,28.6064
1.229,28.6064,0.0,28.6064
1.2295,28.6064,0.0,28.6064
1.23,28.6064,0.0,28.6064
1.2305,28.6064,0.0,28.6064
1.231,28.6064,0.0,28.6064
1.2315,28.6064,0.0,28.6064
1.232,28.6064,0.0,28.6064
1.2325,28.6064,0.0,28.6064
1.233,28.6064,0.0,28.6064
1.2335,28.6064,0.0,28.6064
1.234,28.6064,0.0,28.6064
1.2345,28.6064,0.0,28.6064
1.235,28.6064,0.0,28.6064
1.2355,28.6064,0.0,28.6064
1.236,28.6064,0.0,28.6064
1.2365,28.6064,0.0,28.6064
1.237,28.6064,0.0,28.6064
1.2375,28.6064,0.0,28.6064
1.238,28.6064,0.0,28.6064
1.2385,28.6064,0.0,28.6064
1.239,28.6064,0.0,28.6064
1.2395,28.6064,0.0,28.6064
1.24,28.6064,0.0,28.6064
1.2405,28.6064,0.0,28.6064
1.241,28.6064,0.0,28.6064
1.2415,28.6064,0.0,28.6064
1.242,28.6064,0.0,28.6064
1.2425,28.6064,0.0,28.6064
1.243,28.6064,0.0,28.6064
1.2435,28.6064,0.0,28.6064
1.244,28.6064,0.0,28.6064
1.2445,28.6064,0.0,28.6064
1.245,28.6064,0.0,28.6064
1.2455,28.6064,0.0,28.6064
1.246,28.6064,0.0,28.6064
1.2465,28.6064,0.0,28.6064
1.247,28.6064,0.0,28.6064
1.2475,28.6064,0.0,28.6064
1.248,28.6064,0.0,28.6064
1.2485,28.6064,0.0,28.6064
1.249,28.6064,0.0,28.6064
1.2495,28.6064,0.0,28.6064
1.25,28.6064,0.0,28.6064
1.2505,28.6064,0.0,28.6064
1.251,28.6064,0.0,28.6064
1.2515,28.6064,0.0,28.6064
1.252,28.6064,0.0,28.6064
1.2525,28.6064,0.0,28.6064
1.253,28.6064,0.0,28.6064
1.2535,28.6064,0.0,28.6064
1.254,28.6064,0.0,28.6064
1.2545,28.6064,0.0,28.6064
1.255,28.6064,0.0,28.6064
1.2555,28.6064,0.0,28.6064
1.256,28.6064,0.0,28.6064
1.2565,28.6064,0.0,28.6064
1.257,28.6064,0.0,28.6064
1.2575,28.6064,0.0,28.6064
1.258,28.6064,0.0,28.6064
1.2585,28.6064,0.0,28.6064
1.259,28.6064,0.0,28.6064
1.2595,28.6064,0.0,28.6064
1.26,28.6064,0.0,28.6064
1.2605,28.6064,0.0,28.6064
1.261,28.6064,0.0,28.6064
1.2615,28.6064,0.0,28.6064
1.262,28.6064,0.0,28.6064
1.2625,28.6064,0.0,28.6064
1.263,28.6064,0.0,28.6064
1.2635,28.6064,0.0,28.6064
1.264,28.6064,0.0,28.6064
1.2645,28.6064,0.0,28.6064
1.265,28.6064,0.0,28.6064
1.2655,28.6064,0.0,28.6064
1.266,28.6064,0.0,28.6064
1.2665,28.6064,0.0,28.6064
1.267,28.6064,0.0,28.6064
1.2675,28.6064,0.0,28.6064
1.268,28.6064,0.0,28.6064
1.2685,28.6064,0.0,28.6064
1.269,28.6064,0.0,28.6064
1.2695,28.6064,0.0,28.6064
1.27,28.6064,0.0,28.6064
1.2705,28.6064,0.0,28.6064
1.271,28.6064,0.0,28.6064
1.2715,28.6064,0.0,28.6064
1.272,28.6064,0.0,28.6064
1.2725,28.6064,0.0,28.6064
1.273,28.6064,0.0,28.6064
1.2735,28.6064,0.0,28.6064
1.274,28.6064,0.0,28.6064
1.2745,28.6064,0.0,28.6064
1.275,28.6064,0.0,28.6064
1.2755,28.6064,0.0,28.6064
1.276,28.6064,0.0,28.6064
1.2765,28.6064,0.0,28.6064
1.277,28.6064,0.0,28.6064
1.2775,28.6064,0.0,28.6064
1.278,28.6064,0.0,28.6064
1.2785,28.6064,0.0,28.6064
1.279,28.6064,0.0,28.6064
1.2795,28.6064,0.0,28.6064
1.28,28.6064,0.0,28.6064
1.2805,28.6064,0.0,28.6064
1.281,28.6064,0.0,28.6064
1.2815,28.6064,0.0,28.6064
1.282,28.6064,0.0,28.6064
1.2825,28.6064,0.0,28.6064
1.283,28.6064,0.0,28.6064
1.2835,28.6064,0.0,28.6064
1.284,28.6064,0.0,28.6064
1.2845,28.6064,0.0,28.6064
1.285,28.6064,0.0,28.6064
1.2855,28.6064,0.0,28.6064
1.286,28.6064,0.0,28.6064
1.2865,28.6064,0.0,28.6064
1.287,28.6064,0.0,28.6064
1.2875,28.6064,0.0,28.6064
1.288,28.6064,0.0,28.6064
1.2885,28.6064,0.0,28.6064
1.289,28.6064,0.0,28.6064
1.2895,28.6064,0.0,28.6064
1.29,28.6064,0.0,28.6064
1.2905,28.6064,0.0,28.6064
1.291,28.6064,0.0,28.6064
1.2915,28.6064,0.0,28.6064
1.292,28.6064,0.0,28.6064
1.2925,28.6064,0.0,28.6064
1.293,28.6064,0.0,28.6064
1.2935,28.6064,0.0,28.6064
1.294,28.6064,0.0,28.6064
1.2945,28.6064,0.0,28.6064
1.295,28.6064,0.0,28.6064
1.2955,28.6064,0.0,28.6064
1.296,28.6064,0.0,28.6064
1.2965,28.6064,0.0,28.6064
1.297,28.6064,0.0,28.6064
1.2975,28.6064,0.0,28.6064
1.298,28.6064,0.0,28.6064
1.2985,28.6064,0.0,28.6064
1.299,28.6064,0.0,28.6064
1.2995,28.6064,0.0,28.6064
1.3,28.6064,0.0,28.6064
1.3005,28.6064,0.0,28.6064
1.301,28.6064,0.0,28.6064
1.3015,28.6064,0.0,28.6064
1.302,28.6064,0.0,28.6064
1.3025,28.6064,0.0,28.6064
1.303,28.6064,0.0,28.6064
1.3035,28.6064,0.0,28.6064
1.304,28.6064,0.0,28.6064
1.3045,28.6064,0.0,28.6064
1.305,28.6064,0.0,28.6064
1.3055,28.6064,0.0,28.6064
1.306,28.6064,0.0,28.6064
1.3065,28.6064,0.0,28.6064
1.307,28.6064,0.0,28.6064
1.3075,28.6064,0.0,28.6064
1.308,28.6064,0.0,28.6064
1.3085,28.6064,0.0,28.6064
1.309,28.6064,0.0,28.6064
1.3095,28.6064,0.0,28.6064
1.31,28.6064,0.0,28.6064
1.3105,28.6064,0.0,28.6064
1.311,28.6064,0.0,28.6064
1.3115,28.6064,0.0,28.6064
1.312,28.6064,0.0,28.6064
1.3125,28.6064,0.0,28.6064
1.313,28.6064,0.0,28.6064
1.3135,28.6064,0.0,28.6064
1.314,28.6064,0.0,28.6064
1.3145,28.6064,0.0,28.6064
1.315,28.6064,0.0,28.6064
1.3155,28.6064,0.0,28.6064
1.316,28.6064,0.0,28.6064
1.3165,28.6064,0.0,28.6064
1.317,28.6064,0.0,28.6064
1.3175,28.6064,0.0,28.6064
1.318,28.6064,0.0,28.6064
1.3185,28.6064,0.0,28.6064
1.319,28.6064,0.0,28.6064
1.3195,28.6064,0.0,28.6064
1.32,28.6064,0.0,28.6064
1.3205,28.6064,0.0,28.6064
1.321,28.6064,0.0,28.6064
1.3215,28.6064,0.0,28.6064
1.322,28.6064,0.0,28.6064
1.3225,28.6064,0.0,28.6064
1.323,28.6064,0.0,28.6064
1.3235,28.6064,0.0,28.6064
1.324,28.6064,0.0,28.6064
1.3245,28.6064,0.0,28.6064
1.325,28.6064,0.0,28.6064
1.3255,28.6064,0.0,28.6064
1.326,28.6064,0.0,28.6064
1.3265,28.6064,0.0,28.6064
1.327,28.6064,0.0,28.6064
1.3275,28.6064,0.0,28.6064
1.328,28.6064,0.0,28.6064
1.3285,28.6064,0.0,28.6064
1.329,28.6064,0.0,28.6064
1.3295,28.6064,0.0,28.6064
1.33,28.6064,0.0,28.6064
1.3305,28.6064,0.0,28.6064
1.331,28.6064,0.0,28.6064
1.3315,28.6064,0.0,28.6064
1.332,28.6064,0.0,28.6064
1.3325,28.6064,0.0,28.6064
1.333,28.6064,0.0,28.6064
1.3335,28.6064,0.0,28.6064
1.334,28.6064,0.0,28.6064
1.3345,28.6064,0.0,28.6064
1.335,28.6064,0.0,28.6064
1.3355,28.6064,0.0,28.6064
1.336,28.6064,0.0,28.6064
1.3365,28.6064,0.0,28.6064
1.337,28.6064,0.0,28.6064
1.3375,28.6064,0.0,28.6064
1.338,28.6064,0.0,28.6064
1.3385,28.6064,0.0,28.6064
1.339,28.6064,0.0,28.6064
1.3395,28.6064,0.0,28.6064
1.34,28.6064,0.0,28.6064
1.3405,28.6064,0.0,28.6064
1.341,28.6064,0.0,28.6064
1.3415,28.6064,0.0,28.6064
1.342,28.6064,0.0,28.6064
1.3425,28.6064,0.0,28.6064
1.343,28.6064,0.0,28.6064
1.3435,28.6064,0.0,28.6064
1.344,28.6064,0.0,28.6064
1.3445,28.6064,0.0,28.6064
1.345,28.6064,0.0,28.6064
1.3455,28.6064,0.0,28.6064
1.346,28.6064,0.0,28.6064
1.3465,28.6064,0.0,28.6064
1.347,28.6064,0.0,28.6064
1.3475,28.6064,0.0,28.6064
1.348,28.6064,0.0,28.6064
1.3485,28.6064,0.0,28.6064
1.349,28.6064,0.0,28.6064
1.3495,28.6064,0.0,28.6064
1.35,28.6064,0.0,28.6064
1.3505,28.6064,0.0,28.6064
1.351,28.6064,0.0,28.6064
1.3515,28.6064,0.0,28.6064
1.352,28.6064,0.0,28.6064
1.3525,28.6064,0.0,28.6064
1.353,28.6064,0.0,28.6064
1.3535,28.6064,0.0,28.6064
1.354,28.6064,0.0,28.6064
1.3545,28.6064,0.0,28.6064
1.355,28.6064,0.0,28.6064
1.3555,28.6064,0.0,28.6064
1.356,28.6064,0.0,28.6064
1.3565,28.6064,0.0,28.6064
1.357,28.6064,0.0,28.6064
1.3575,28.6064,0.0,28.6064
1.358,28.6064,0.0,28.6064
1.3585,28.6064,0.0,28.6064
1.359,28.6064,0.0,28.6064
1.3595,28.6064,0.0,28.6064
1.36,28.6064,0.0,28.6064
1.3605,28.6064,0.0,28.6064
1.361,28.6064,0.0,28.6064
1.3615,28.6064,0.0,28.6064
1.362,28.6064,0.0,28.6064
1.3625,28.6064,0.0,28.6064
1.363,28.6064,0.0,28.6064
1.3635,28.6064,0.0,28.6064
1.364,28.6064,0.0,28.6064
1.3645,28.6064,0.0,28.6064
1.365,28.6064,0.0,28.6064
1.3655,28.6064,0.0,28.6064
1.366,28.6064,0.0,28.6064
1.3665,28.6064,0.0,28.6064
1.367,28.6064,0.0,28.6064
1.3675,28.6064,0.0,28.6064
1.368,28.6064,0.0,28.6064
1.3685,28.6064,0.0,28.6064
1.369,28.6064,0.0,28.6064
1.3695,28.6064,0.0,28.6064
1.37,28.6064,0.0,28.6064
1.3705,28.6064,0.0,28.6064
1.371,28.6064,0.0,28.6064
1.3715,28.6064,0.0,28.6064
1.372,28.6064,0.0,28.6064
1.3725,28.6064,0.0,28.6064
1.373,28.6064,0.0,28.6064
1.3735,28.6064,0.0,28.6064
1.374,28.6064,0.0,28.6064
1.3745,28.6064,0.0,28.6064
1.375,28.6064,0.0,28.6064
1.3755,28.6064,0.0,28.6064
1.376,28.6064,0.0,28.6064
1.3765,28.6064,0.0,28.6064
1.377,28.6064,0.0,28.6064
1.3775,28.6064,0.0,28.6064
1.378,28.6064,0.0,28.6064
1.3785,28.6064,0.0,28.6064
1.379,28.6064,0.0,28.6064
1.3795,28.6064,0.0,28.6064
1.38,28.6064,0.0,28.6064
1.3805,28.6064,0.0,28.6064
1.381,28.6064,0.0,28.6064
1.3815,28.6064,0.0,28.6064
1.382,28.6064,0.0,28.6064
1.3825,28.6064,0.0,28.6064
1.383,28.6064,0.0,28.6064
1.3835,28.6064,0.0,28.6064
1.384,28.6064,0.0,28.6064
1.3845,28.6064,0.0,28.6064
1.385,28.6064,0.0,28.6064
1.3855,28.6064,0.0,28.6064
1.386,28.6064,0.0,28.6064
1.3865,28.6064,0.0,28.6064
1.387,28.6064,0.0,28.6064
1.3875,28.6064,0.0,28.6064
1.388,28.6064,0.0,28.6064
1.3885,28.6064,0.0,28.6064
1.389,28.6064,0.0,28.6064
1.3895,28.6064,0.0,28.6064
1.39,28.6064,0.0,28.6064
1.3905,28.6064,0.0,28.6064
1.391,28.6064,0.0,28.6064
1.3915,28.6064,0.0,28.6064
1.392,28.6064,0.0,28.6064
1.3925,28.6064,0.0,28.6064
1.393,28.6064,0.0,28.6064
1.3935,28.6064,0.0,28.6064
1.394,28.6064,0.0,28.6064
1.3945,28.6064,0.0,28.6064
1.395,28.6064,0.0,28.6064
1.3955,28.6064,0.0,28.6064
1.396,28.6064,0.0,28.6064
1.3965,28.6064,0.0,28.6064
1.397,28.6064,0.0,28.6064
1.3975,28.6064,0.0,28.6064
1.398,28.6064,0.0,28.6064
1.3985,28.6064,0.0,28.6064
1.399,28.6064,0.0,28.6064
1.3995,28.6064,0.0,28.6064
1.4,28.6064,0.0,28.6064
1.4005,28.6064,0.0,28.6064
1.401,28.6064,0.0,28.6064
1.4015,28.6064,0.0,28.6064
1.402,28.6064,0.0,28.6064
1.4025,28.6064,0.0,28.6064
1.403,28.6064,0.0,28.6064
1.4035,28.6064,0.0,28.6064
1.404,28.6064,0.0,28.6064
1.4045,28.6064,0.0,28.6064
1.405,28.6064,0.0,28.6064
1.4055,28.6064,0.0,28.6064
1.406,28.6064,0.0,28.6064
1.4065,28.6064,0.0,28.6064
1.407,28.6064,0.0,28.6064
1.4075,28.6064,0.0,28.6064
1.408,28.6064,0.0,28.6064
1.4085,28.6064,0.0,28.6064
1.409,28.6064,0.0,28.6064
1.4095,28.6064,0.0,28.6064
1.41,28.6064,0.0,28.6064
1.4105,28.6064,0.0,28.6064
1.411,28.6064,0.0,28.6064
1.4115,28.6064,0.0,28.6064
1.412,28.6064,0.0,28.6064
1.4125,28.6064,0.0,28.6064
1.413,28.6064,0.0,28.6064
1.4135,28.6064,0.0,28.6064
1.414,28.6064,0.0,28.6064
1.4145,28.6064,0.0,28.6064
1.415,28.6064,0.0,28.6064
1.4155,28.6064,0.0,28.6064
1.416,28.6064,0.0,28.6064
1.4165,28.6064,0.0,28.6064
1.417,28.6064,0.0,28.6064
1.4175,28.6064,0.0,28.6064
1.418,28.6064,0.0,28.6064
1.4185,28.6064,0.0,28.6064
1.419,28.6064,0.0,28.6064
1.4195,28.6064,0.0,28.6064
1.42,28.6064,0.0,28.6064
1.4205,28.6064,0.0,28.6064
1.421,28.6064,0.0,28.6064
1.4215,28.6064,0.0,28.6064
1.422,28.6064,0.0,28.6064
1.4225,28.6064,0.0,28.6064
1.423,28.6064,0.0,28.6064
1.4235,28.6064,0.0,28.6064
1.424,28.6064,0.0,28.6064
1.4245,28.6064,0.0,28.6064
1.425,28.6064,0.0,28.6064
1.4255,28.6064,0.0,28.6064
1.426,28.6064,0.0,28.6064
1.4265,28.6064,0.0,28.6064
1.427,28.6064,0.0,28.6064
1.4275,28.6064,0.0,28.6064
1.428,28.6064,0.0,28.6064
1.4285,28.6064,0.0,28.6064
1.429,28.6064,0.0,28.6064
1.4295,28.6064,0.0,28.6064
1.43,28.6064,0.0,28.6064
1.4305,28.6064,0.0,28.6064
