time,Tuintergral,uintergral,Tbulk
0.8565,4881.23,32.149,151.83147220753366
0.857,4881.23,32.149,151.83147220753366
0.8575,4881.23,32.149,151.83147220753366
0.858,4881.23,32.149,151.83147220753366
0.8585,4881.23,32.149,151.83147220753366
0.859,4881.23,32.149,151.83147220753366
0.8595,4881.23,32.149,151.83147220753366
0.86,4881.23,32.149,151.83147220753366
0.8605,4881.23,32.149,151.83147220753366
0.861,4881.23,32.149,151.83147220753366
0.8615,4881.23,32.149,151.83147220753366
0.862,4881.23,32.149,151.83147220753366
0.8625,4881.23,32.149,151.83147220753366
0.863,4881.23,32.149,151.83147220753366
0.8635,4881.23,32.149,151.83147220753366
0.864,4881.23,32.149,151.83147220753366
0.8645,4881.23,32.149,151.83147220753366
0.865,4881.23,32.149,151.83147220753366
0.8655,4881.23,32.149,151.83147220753366
0.866,4881.23,32.149,151.83147220753366
0.8665,4881.23,32.149,151.83147220753366
0.867,4881.23,32.149,151.83147220753366
0.8675,4881.23,32.149,151.83147220753366
0.868,4881.23,32.149,151.83147220753366
0.8685,4881.23,32.149,151.83147220753366
0.869,4881.23,32.149,151.83147220753366
0.8695,4881.23,32.149,151.83147220753366
0.87,4881.23,32.149,151.83147220753366
0.8705,4881.23,32.149,151.83147220753366
0.871,4881.23,32.149,151.83147220753366
0.8715,4881.23,32.149,151.83147220753366
0.872,4881.23,32.149,151.83147220753366
0.8725,4881.23,32.149,151.83147220753366
0.873,4881.23,32.149,151.83147220753366
0.8735,4881.23,32.149,151.83147220753366
0.874,4881.23,32.149,151.83147220753366
0.8745,4881.23,32.149,151.83147220753366
0.875,4881.23,32.149,151.83147220753366
0.8755,4881.23,32.149,151.83147220753366
0.876,4881.23,32.149,151.83147220753366
0.8765,4881.23,32.149,151.83147220753366
0.877,4881.23,32.149,151.83147220753366
0.8775,4881.23,32.149,151.83147220753366
0.878,4881.23,32.149,151.83147220753366
0.8785,4881.23,32.149,151.83147220753366
0.879,4881.23,32.149,151.83147220753366
0.8795,4881.23,32.149,151.83147220753366
0.88,4881.23,32.149,151.83147220753366
0.8805,4881.23,32.149,151.83147220753366
0.881,4881.23,32.149,151.83147220753366
0.8815,4881.23,32.149,151.83147220753366
0.882,4881.23,32.149,151.83147220753366
0.8825,4881.23,32.149,151.83147220753366
0.883,4881.24,32.149,151.83178325919934
0.8835,4881.24,32.149,151.83178325919934
0.884,4881.24,32.149,151.83178325919934
0.8845,4881.24,32.149,151.83178325919934
0.885,4881.24,32.149,151.83178325919934
0.8855,4881.24,32.149,151.83178325919934
0.886,4881.24,32.149,151.83178325919934
0.8865,4881.24,32.149,151.83178325919934
0.887,4881.24,32.149,151.83178325919934
0.8875,4881.24,32.149,151.83178325919934
0.888,4881.24,32.149,151.83178325919934
0.8885,4881.24,32.149,151.83178325919934
0.889,4881.24,32.149,151.83178325919934
0.8895,4881.24,32.149,151.83178325919934
0.89,4881.24,32.149,151.83178325919934
0.8905,4881.24,32.149,151.83178325919934
0.891,4881.24,32.149,151.83178325919934
0.8915,4881.24,32.149,151.83178325919934
0.892,4881.24,32.149,151.83178325919934
0.8925,4881.24,32.149,151.83178325919934
0.893,4881.24,32.149,151.83178325919934
0.8935,4881.24,32.149,151.83178325919934
0.894,4881.24,32.149,151.83178325919934
0.8945,4881.24,32.149,151.83178325919934
0.895,4881.24,32.149,151.83178325919934
0.8955,4881.24,32.149,151.83178325919934
0.896,4881.24,32.149,151.83178325919934
0.8965,4881.24,32.149,151.83178325919934
0.897,4881.24,32.149,151.83178325919934
0.8975,4881.24,32.149,151.83178325919934
0.898,4881.24,32.149,151.83178325919934
0.8985,4881.24,32.149,151.83178325919934
0.899,4881.24,32.149,151.83178325919934
0.8995,4881.24,32.149,151.83178325919934
0.9,4881.24,32.149,151.83178325919934
0.9005,4881.24,32.149,151.83178325919934
0.901,4881.24,32.149,151.83178325919934
0.9015,4881.24,32.149,151.83178325919934
0.902,4881.24,32.149,151.83178325919934
0.9025,4881.24,32.149,151.83178325919934
0.903,4881.24,32.149,151.83178325919934
0.9035,4881.24,32.149,151.83178325919934
0.904,4881.24,32.149,151.83178325919934
0.9045,4881.24,32.149,151.83178325919934
0.905,4881.24,32.149,151.83178325919934
0.9055,4881.24,32.149,151.83178325919934
0.906,4881.24,32.149,151.83178325919934
0.9065,4881.24,32.149,151.83178325919934
0.907,4881.24,32.149,151.83178325919934
0.9075,4881.24,32.149,151.83178325919934
0.908,4881.24,32.149,151.83178325919934
0.9085,4881.24,32.149,151.83178325919934
0.909,4881.24,32.149,151.83178325919934
0.9095,4881.24,32.149,151.83178325919934
0.91,4881.24,32.149,151.83178325919934
0.9105,4881.24,32.149,151.83178325919934
0.911,4881.24,32.149,151.83178325919934
0.9115,4881.24,32.149,151.83178325919934
0.912,4881.24,32.149,151.83178325919934
0.9125,4881.24,32.149,151.83178325919934
0.913,4881.24,32.149,151.83178325919934
0.9135,4881.24,32.149,151.83178325919934
0.914,4881.24,32.149,151.83178325919934
0.9145,4881.24,32.149,151.83178325919934
0.915,4881.24,32.149,151.83178325919934
0.9155,4881.24,32.149,151.83178325919934
0.916,4881.24,32.149,151.83178325919934
0.9165,4881.24,32.149,151.83178325919934
0.917,4881.24,32.149,151.83178325919934
0.9175,4881.25,32.149,151.83209431086502
0.918,4881.25,32.149,151.83209431086502
0.9185,4881.25,32.149,151.83209431086502
0.919,4881.25,32.149,151.83209431086502
0.9195,4881.25,32.149,151.83209431086502
0.92,4881.25,32.149,151.83209431086502
0.9205,4881.25,32.149,151.83209431086502
0.921,4881.25,32.149,151.83209431086502
0.9215,4881.25,32.149,151.83209431086502
0.922,4881.25,32.149,151.83209431086502
0.9225,4881.25,32.149,151.83209431086502
0.923,4881.25,32.149,151.83209431086502
0.9235,4881.25,32.149,151.83209431086502
0.924,4881.25,32.149,151.83209431086502
0.9245,4881.25,32.149,151.83209431086502
0.925,4881.25,32.149,151.83209431086502
0.9255,4881.25,32.149,151.83209431086502
0.926,4881.25,32.149,151.83209431086502
0.9265,4881.25,32.149,151.83209431086502
0.927,4881.25,32.149,151.83209431086502
0.9275,4881.25,32.149,151.83209431086502
0.928,4881.25,32.149,151.83209431086502
0.9285,4881.25,32.149,151.83209431086502
0.929,4881.25,32.149,151.83209431086502
0.9295,4881.25,32.149,151.83209431086502
0.93,4881.25,32.149,151.83209431086502
0.9305,4881.25,32.149,151.83209431086502
0.931,4881.25,32.149,151.83209431086502
0.9315,4881.25,32.149,151.83209431086502
0.932,4881.25,32.149,151.83209431086502
0.9325,4881.25,32.149,151.83209431086502
0.933,4881.25,32.149,151.83209431086502
0.9335,4881.25,32.149,151.83209431086502
0.934,4881.25,32.149,151.83209431086502
0.9345,4881.25,32.149,151.83209431086502
0.935,4881.25,32.149,151.83209431086502
0.9355,4881.25,32.149,151.83209431086502
0.936,4881.25,32.149,151.83209431086502
0.9365,4881.25,32.149,151.83209431086502
0.937,4881.25,32.149,151.83209431086502
0.9375,4881.25,32.149,151.83209431086502
0.938,4881.25,32.149,151.83209431086502
0.9385,4881.25,32.149,151.83209431086502
0.939,4881.25,32.149,151.83209431086502
0.9395,4881.25,32.149,151.83209431086502
0.94,4881.25,32.149,151.83209431086502
0.9405,4881.25,32.149,151.83209431086502
0.941,4881.25,32.149,151.83209431086502
0.9415,4881.25,32.149,151.83209431086502
0.942,4881.25,32.149,151.83209431086502
0.9425,4881.25,32.149,151.83209431086502
0.943,4881.25,32.149,151.83209431086502
0.9435,4881.25,32.149,151.83209431086502
0.944,4881.25,32.149,151.83209431086502
0.9445,4881.25,32.149,151.83209431086502
0.945,4881.25,32.149,151.83209431086502
0.9455,4881.25,32.149,151.83209431086502
0.946,4881.25,32.149,151.83209431086502
0.9465,4881.25,32.149,151.83209431086502
0.947,4881.25,32.149,151.83209431086502
0.9475,4881.25,32.149,151.83209431086502
0.948,4881.25,32.149,151.83209431086502
0.9485,4881.25,32.149,151.83209431086502
0.949,4881.25,32.149,151.83209431086502
0.9495,4881.25,32.149,151.83209431086502
0.95,4881.25,32.149,151.83209431086502
0.9505,4881.25,32.149,151.83209431086502
0.951,4881.25,32.149,151.83209431086502
0.9515,4881.25,32.149,151.83209431086502
0.952,4881.25,32.149,151.83209431086502
0.9525,4881.25,32.149,151.83209431086502
0.953,4881.25,32.149,151.83209431086502
0.9535,4881.25,32.149,151.83209431086502
0.954,4881.25,32.149,151.83209431086502
0.9545,4881.25,32.149,151.83209431086502
0.955,4881.25,32.149,151.83209431086502
0.9555,4881.25,32.149,151.83209431086502
0.956,4881.25,32.149,151.83209431086502
0.9565,4881.25,32.149,151.83209431086502
0.957,4881.25,32.149,151.83209431086502
0.9575,4881.25,32.149,151.83209431086502
0.958,4881.25,32.149,151.83209431086502
0.9585,4881.25,32.149,151.83209431086502
0.959,4881.25,32.149,151.83209431086502
0.9595,4881.25,32.149,151.83209431086502
0.96,4881.25,32.149,151.83209431086502
0.9605,4881.25,32.149,151.83209431086502
0.961,4881.25,32.149,151.83209431086502
0.9615,4881.25,32.149,151.83209431086502
0.962,4881.25,32.149,151.83209431086502
0.9625,4881.25,32.149,151.83209431086502
0.963,4881.25,32.149,151.83209431086502
0.9635,4881.25,32.149,151.83209431086502
0.964,4881.25,32.149,151.83209431086502
0.9645,4881.26,32.149,151.83240536253072
0.965,4881.26,32.149,151.83240536253072
0.9655,4881.26,32.149,151.83240536253072
0.966,4881.26,32.149,151.83240536253072
0.9665,4881.26,32.149,151.83240536253072
0.967,4881.26,32.149,151.83240536253072
0.9675,4881.26,32.149,151.83240536253072
0.968,4881.26,32.149,151.83240536253072
0.9685,4881.26,32.149,151.83240536253072
0.969,4881.26,32.149,151.83240536253072
0.9695,4881.26,32.149,151.83240536253072
0.97,4881.26,32.149,151.83240536253072
0.9705,4881.26,32.149,151.83240536253072
0.971,4881.26,32.149,151.83240536253072
0.9715,4881.26,32.149,151.83240536253072
0.972,4881.26,32.149,151.83240536253072
0.9725,4881.26,32.149,151.83240536253072
0.973,4881.26,32.149,151.83240536253072
0.9735,4881.26,32.149,151.83240536253072
0.974,4881.26,32.149,151.83240536253072
0.9745,4881.26,32.149,151.83240536253072
0.975,4881.26,32.149,151.83240536253072
0.9755,4881.26,32.149,151.83240536253072
0.976,4881.26,32.149,151.83240536253072
0.9765,4881.26,32.149,151.83240536253072
0.977,4881.26,32.149,151.83240536253072
0.9775,4881.26,32.149,151.83240536253072
0.978,4881.26,32.149,151.83240536253072
0.9785,4881.26,32.149,151.83240536253072
0.979,4881.26,32.149,151.83240536253072
0.9795,4881.26,32.149,151.83240536253072
0.98,4881.26,32.149,151.83240536253072
0.9805,4881.26,32.149,151.83240536253072
0.981,4881.26,32.149,151.83240536253072
0.9815,4881.26,32.149,151.83240536253072
0.982,4881.26,32.149,151.83240536253072
0.9825,4881.26,32.149,151.83240536253072
0.983,4881.26,32.149,151.83240536253072
0.9835,4881.26,32.149,151.83240536253072
0.984,4881.26,32.149,151.83240536253072
0.9845,4881.26,32.149,151.83240536253072
0.985,4881.26,32.149,151.83240536253072
0.9855,4881.26,32.149,151.83240536253072
0.986,4881.26,32.149,151.83240536253072
0.9865,4881.26,32.149,151.83240536253072
0.987,4881.26,32.149,151.83240536253072
0.9875,4881.26,32.149,151.83240536253072
0.988,4881.26,32.149,151.83240536253072
0.9885,4881.26,32.149,151.83240536253072
0.989,4881.26,32.149,151.83240536253072
0.9895,4881.26,32.149,151.83240536253072
0.99,4881.26,32.149,151.83240536253072
0.9905,4881.26,32.149,151.83240536253072
0.991,4881.26,32.149,151.83240536253072
0.9915,4881.26,32.149,151.83240536253072
0.992,4881.26,32.149,151.83240536253072
0.9925,4881.26,32.149,151.83240536253072
0.993,4881.26,32.149,151.83240536253072
0.9935,4881.26,32.149,151.83240536253072
0.994,4881.26,32.149,151.83240536253072
0.9945,4881.26,32.149,151.83240536253072
0.995,4881.26,32.149,151.83240536253072
0.9955,4881.26,32.149,151.83240536253072
0.996,4881.26,32.149,151.83240536253072
0.9965,4881.26,32.149,151.83240536253072
0.997,4881.26,32.149,151.83240536253072
0.9975,4881.26,32.149,151.83240536253072
0.998,4881.26,32.149,151.83240536253072
0.9985,4881.26,32.149,151.83240536253072
0.999,4881.26,32.149,151.83240536253072
0.9995,4881.26,32.149,151.83240536253072
1.0,4881.26,32.149,151.83240536253072
1.0005,4881.26,32.149,151.83240536253072
1.001,4881.26,32.149,151.83240536253072
1.0015,4881.26,32.149,151.83240536253072
1.002,4881.26,32.149,151.83240536253072
1.0025,4881.26,32.149,151.83240536253072
1.003,4881.26,32.149,151.83240536253072
1.0035,4881.26,32.149,151.83240536253072
1.004,4881.26,32.149,151.83240536253072
1.0045,4881.26,32.149,151.83240536253072
1.005,4881.26,32.149,151.83240536253072
1.0055,4881.26,32.149,151.83240536253072
1.006,4881.26,32.149,151.83240536253072
1.0065,4881.26,32.149,151.83240536253072
1.007,4881.26,32.149,151.83240536253072
1.0075,4881.26,32.149,151.83240536253072
1.008,4881.26,32.149,151.83240536253072
1.0085,4881.26,32.149,151.83240536253072
1.009,4881.26,32.149,151.83240536253072
1.0095,4881.26,32.149,151.83240536253072
1.01,4881.26,32.149,151.83240536253072
1.0105,4881.26,32.149,151.83240536253072
1.011,4881.26,32.149,151.83240536253072
1.0115,4881.26,32.149,151.83240536253072
1.012,4881.26,32.149,151.83240536253072
1.0125,4881.26,32.149,151.83240536253072
1.013,4881.26,32.149,151.83240536253072
1.0135,4881.26,32.149,151.83240536253072
1.014,4881.26,32.149,151.83240536253072
1.0145,4881.26,32.149,151.83240536253072
1.015,4881.26,32.149,151.83240536253072
1.0155,4881.26,32.149,151.83240536253072
1.016,4881.26,32.149,151.83240536253072
1.0165,4881.26,32.149,151.83240536253072
1.017,4881.26,32.149,151.83240536253072
1.0175,4881.26,32.149,151.83240536253072
1.018,4881.26,32.149,151.83240536253072
1.0185,4881.26,32.149,151.83240536253072
1.019,4881.26,32.149,151.83240536253072
1.0195,4881.26,32.149,151.83240536253072
1.02,4881.26,32.149,151.83240536253072
1.0205,4881.26,32.149,151.83240536253072
1.021,4881.26,32.149,151.83240536253072
1.0215,4881.26,32.149,151.83240536253072
1.022,4881.26,32.149,151.83240536253072
1.0225,4881.26,32.149,151.83240536253072
1.023,4881.26,32.149,151.83240536253072
1.0235,4881.26,32.149,151.83240536253072
1.024,4881.26,32.149,151.83240536253072
1.0245,4881.26,32.149,151.83240536253072
1.025,4881.26,32.149,151.83240536253072
1.0255,4881.26,32.149,151.83240536253072
1.026,4881.26,32.149,151.83240536253072
1.0265,4881.26,32.149,151.83240536253072
1.027,4881.26,32.149,151.83240536253072
1.0275,4881.26,32.149,151.83240536253072
1.028,4881.26,32.149,151.83240536253072
1.0285,4881.26,32.149,151.83240536253072
1.029,4881.26,32.149,151.83240536253072
1.0295,4881.26,32.149,151.83240536253072
1.03,4881.26,32.149,151.83240536253072
1.0305,4881.26,32.149,151.83240536253072
1.031,4881.26,32.149,151.83240536253072
1.0315,4881.26,32.149,151.83240536253072
1.032,4881.26,32.149,151.83240536253072
1.0325,4881.26,32.149,151.83240536253072
1.033,4881.26,32.149,151.83240536253072
1.0335,4881.26,32.149,151.83240536253072
1.034,4881.26,32.149,151.83240536253072
1.0345,4881.26,32.149,151.83240536253072
1.035,4881.26,32.149,151.83240536253072
1.0355,4881.26,32.149,151.83240536253072
1.036,4881.26,32.149,151.83240536253072
1.0365,4881.26,32.149,151.83240536253072
1.037,4881.26,32.149,151.83240536253072
1.0375,4881.26,32.149,151.83240536253072
1.038,4881.26,32.149,151.83240536253072
1.0385,4881.26,32.149,151.83240536253072
1.039,4881.26,32.149,151.83240536253072
1.0395,4881.26,32.149,151.83240536253072
1.04,4881.26,32.149,151.83240536253072
1.0405,4881.26,32.149,151.83240536253072
1.041,4881.26,32.149,151.83240536253072
1.0415,4881.26,32.149,151.83240536253072
1.042,4881.26,32.149,151.83240536253072
1.0425,4881.26,32.149,151.83240536253072
1.043,4881.26,32.149,151.83240536253072
1.0435,4881.26,32.149,151.83240536253072
1.044,4881.26,32.149,151.83240536253072
1.0445,4881.26,32.149,151.83240536253072
1.045,4881.26,32.149,151.83240536253072
1.0455,4881.26,32.149,151.83240536253072
1.046,4881.26,32.149,151.83240536253072
1.0465,4881.26,32.149,151.83240536253072
1.047,4881.26,32.149,151.83240536253072
1.0475,4881.26,32.149,151.83240536253072
1.048,4881.26,32.149,151.83240536253072
1.0485,4881.26,32.149,151.83240536253072
1.049,4881.26,32.149,151.83240536253072
1.0495,4881.26,32.149,151.83240536253072
1.05,4881.26,32.149,151.83240536253072
1.0505,4881.26,32.149,151.83240536253072
1.051,4881.26,32.149,151.83240536253072
1.0515,4881.26,32.149,151.83240536253072
1.052,4881.26,32.149,151.83240536253072
1.0525,4881.26,32.149,151.83240536253072
1.053,4881.26,32.149,151.83240536253072
1.0535,4881.26,32.149,151.83240536253072
1.054,4881.26,32.149,151.83240536253072
1.0545,4881.26,32.149,151.83240536253072
1.055,4881.26,32.149,151.83240536253072
1.0555,4881.26,32.149,151.83240536253072
1.056,4881.26,32.149,151.83240536253072
1.0565,4881.26,32.149,151.83240536253072
1.057,4881.26,32.149,151.83240536253072
1.0575,4881.26,32.149,151.83240536253072
1.058,4881.26,32.149,151.83240536253072
1.0585,4881.26,32.149,151.83240536253072
1.059,4881.26,32.149,151.83240536253072
1.0595,4881.26,32.149,151.83240536253072
1.06,4881.26,32.149,151.83240536253072
1.0605,4881.26,32.149,151.83240536253072
1.061,4881.26,32.149,151.83240536253072
1.0615,4881.26,32.149,151.83240536253072
1.062,4881.26,32.149,151.83240536253072
1.0625,4881.26,32.149,151.83240536253072
1.063,4881.26,32.149,151.83240536253072
1.0635,4881.26,32.149,151.83240536253072
1.064,4881.26,32.149,151.83240536253072
1.0645,4881.26,32.149,151.83240536253072
1.065,4881.26,32.149,151.83240536253072
1.0655,4881.26,32.149,151.83240536253072
1.066,4881.26,32.149,151.83240536253072
1.0665,4881.26,32.149,151.83240536253072
1.067,4881.26,32.149,151.83240536253072
1.0675,4881.26,32.149,151.83240536253072
1.068,4881.26,32.149,151.83240536253072
1.0685,4881.26,32.149,151.83240536253072
1.069,4881.26,32.149,151.83240536253072
1.0695,4881.26,32.149,151.83240536253072
1.07,4881.26,32.149,151.83240536253072
1.0705,4881.26,32.149,151.83240536253072
1.071,4881.26,32.149,151.83240536253072
1.0715,4881.26,32.149,151.83240536253072
1.072,4881.26,32.149,151.83240536253072
1.0725,4881.26,32.149,151.83240536253072
1.073,4881.26,32.149,151.83240536253072
1.0735,4881.26,32.149,151.83240536253072
1.074,4881.26,32.149,151.83240536253072
1.0745,4881.26,32.149,151.83240536253072
1.075,4881.26,32.149,151.83240536253072
1.0755,4881.26,32.149,151.83240536253072
1.076,4881.26,32.149,151.83240536253072
1.0765,4881.27,32.149,151.8327164141964
1.077,4881.27,32.149,151.8327164141964
1.0775,4881.27,32.149,151.8327164141964
1.078,4881.27,32.149,151.8327164141964
1.0785,4881.27,32.149,151.8327164141964
1.079,4881.27,32.149,151.8327164141964
1.0795,4881.27,32.149,151.8327164141964
1.08,4881.27,32.149,151.8327164141964
1.0805,4881.27,32.149,151.8327164141964
1.081,4881.27,32.149,151.8327164141964
1.0815,4881.27,32.149,151.8327164141964
1.082,4881.27,32.149,151.8327164141964
1.0825,4881.27,32.149,151.8327164141964
1.083,4881.27,32.149,151.8327164141964
1.0835,4881.27,32.149,151.8327164141964
1.084,4881.27,32.149,151.8327164141964
1.0845,4881.27,32.149,151.8327164141964
1.085,4881.27,32.149,151.8327164141964
1.0855,4881.27,32.149,151.8327164141964
1.086,4881.27,32.149,151.8327164141964
1.0865,4881.27,32.149,151.8327164141964
1.087,4881.27,32.149,151.8327164141964
1.0875,4881.27,32.149,151.8327164141964
1.088,4881.27,32.149,151.8327164141964
1.0885,4881.27,32.149,151.8327164141964
1.089,4881.27,32.149,151.8327164141964
1.0895,4881.27,32.149,151.8327164141964
1.09,4881.27,32.149,151.8327164141964
1.0905,4881.27,32.149,151.8327164141964
1.091,4881.27,32.149,151.8327164141964
1.0915,4881.27,32.149,151.8327164141964
1.092,4881.27,32.149,151.8327164141964
1.0925,4881.27,32.149,151.8327164141964
1.093,4881.27,32.149,151.8327164141964
1.0935,4881.27,32.149,151.8327164141964
1.094,4881.27,32.149,151.8327164141964
1.0945,4881.27,32.149,151.8327164141964
1.095,4881.27,32.149,151.8327164141964
1.0955,4881.27,32.149,151.8327164141964
1.096,4881.27,32.149,151.8327164141964
1.0965,4881.27,32.149,151.8327164141964
1.097,4881.27,32.149,151.8327164141964
1.0975,4881.27,32.149,151.8327164141964
1.098,4881.27,32.149,151.8327164141964
1.0985,4881.27,32.149,151.8327164141964
1.099,4881.27,32.149,151.8327164141964
1.0995,4881.27,32.149,151.8327164141964
1.1,4881.27,32.149,151.8327164141964
1.1005,4881.27,32.149,151.8327164141964
1.101,4881.27,32.149,151.8327164141964
1.1015,4881.27,32.149,151.8327164141964
1.102,4881.27,32.149,151.8327164141964
1.1025,4881.27,32.149,151.8327164141964
1.103,4881.27,32.149,151.8327164141964
1.1035,4881.27,32.149,151.8327164141964
1.104,4881.27,32.149,151.8327164141964
1.1045,4881.27,32.149,151.8327164141964
1.105,4881.27,32.149,151.8327164141964
1.1055,4881.27,32.149,151.8327164141964
1.106,4881.27,32.149,151.8327164141964
1.1065,4881.27,32.149,151.8327164141964
1.107,4881.27,32.149,151.8327164141964
1.1075,4881.27,32.149,151.8327164141964
1.108,4881.27,32.149,151.8327164141964
1.1085,4881.27,32.149,151.8327164141964
1.109,4881.27,32.149,151.8327164141964
1.1095,4881.27,32.149,151.8327164141964
1.11,4881.27,32.149,151.8327164141964
1.1105,4881.27,32.149,151.8327164141964
1.111,4881.27,32.149,151.8327164141964
1.1115,4881.27,32.149,151.8327164141964
1.112,4881.27,32.149,151.8327164141964
1.1125,4881.27,32.149,151.8327164141964
1.113,4881.27,32.149,151.8327164141964
1.1135,4881.27,32.149,151.8327164141964
1.114,4881.27,32.149,151.8327164141964
1.1145,4881.27,32.149,151.8327164141964
1.115,4881.27,32.149,151.8327164141964
1.1155,4881.27,32.149,151.8327164141964
1.116,4881.27,32.149,151.8327164141964
1.1165,4881.27,32.149,151.8327164141964
1.117,4881.27,32.149,151.8327164141964
1.1175,4881.27,32.149,151.8327164141964
1.118,4881.27,32.149,151.8327164141964
1.1185,4881.27,32.149,151.8327164141964
1.119,4881.27,32.149,151.8327164141964
1.1195,4881.27,32.149,151.8327164141964
1.12,4881.27,32.149,151.8327164141964
1.1205,4881.27,32.149,151.8327164141964
1.121,4881.27,32.149,151.8327164141964
1.1215,4881.27,32.149,151.8327164141964
1.122,4881.27,32.149,151.8327164141964
1.1225,4881.27,32.149,151.8327164141964
1.123,4881.27,32.149,151.8327164141964
1.1235,4881.27,32.149,151.8327164141964
1.124,4881.27,32.149,151.8327164141964
1.1245,4881.27,32.149,151.8327164141964
1.125,4881.27,32.149,151.8327164141964
1.1255,4881.27,32.149,151.8327164141964
1.126,4881.27,32.149,151.8327164141964
1.1265,4881.27,32.149,151.8327164141964
1.127,4881.27,32.149,151.8327164141964
1.1275,4881.27,32.149,151.8327164141964
1.128,4881.27,32.149,151.8327164141964
1.1285,4881.27,32.149,151.8327164141964
1.129,4881.27,32.149,151.8327164141964
1.1295,4881.27,32.149,151.8327164141964
1.13,4881.27,32.149,151.8327164141964
1.1305,4881.27,32.149,151.8327164141964
1.131,4881.27,32.149,151.8327164141964
1.1315,4881.27,32.149,151.8327164141964
1.132,4881.27,32.149,151.8327164141964
1.1325,4881.27,32.149,151.8327164141964
1.133,4881.27,32.149,151.8327164141964
1.1335,4881.27,32.149,151.8327164141964
1.134,4881.27,32.149,151.8327164141964
1.1345,4881.27,32.149,151.8327164141964
1.135,4881.27,32.149,151.8327164141964
1.1355,4881.27,32.149,151.8327164141964
1.136,4881.27,32.149,151.8327164141964
1.1365,4881.27,32.149,151.8327164141964
1.137,4881.27,32.149,151.8327164141964
1.1375,4881.27,32.149,151.8327164141964
1.138,4881.27,32.149,151.8327164141964
1.1385,4881.27,32.149,151.8327164141964
1.139,4881.27,32.149,151.8327164141964
1.1395,4881.27,32.149,151.8327164141964
1.14,4881.27,32.149,151.8327164141964
1.1405,4881.27,32.149,151.8327164141964
1.141,4881.27,32.149,151.8327164141964
1.1415,4881.27,32.149,151.8327164141964
1.142,4881.27,32.149,151.8327164141964
1.1425,4881.27,32.149,151.8327164141964
1.143,4881.27,32.149,151.8327164141964
1.1435,4881.27,32.149,151.8327164141964
1.144,4881.27,32.149,151.8327164141964
1.1445,4881.27,32.149,151.8327164141964
1.145,4881.27,32.149,151.8327164141964
1.1455,4881.27,32.149,151.8327164141964
1.146,4881.27,32.149,151.8327164141964
1.1465,4881.27,32.149,151.8327164141964
1.147,4881.27,32.149,151.8327164141964
1.1475,4881.27,32.149,151.8327164141964
1.148,4881.27,32.149,151.8327164141964
1.1485,4881.27,32.149,151.8327164141964
1.149,4881.27,32.149,151.8327164141964
1.1495,4881.27,32.149,151.8327164141964
1.15,4881.27,32.149,151.8327164141964
1.1505,4881.27,32.149,151.8327164141964
1.151,4881.27,32.149,151.8327164141964
1.1515,4881.27,32.149,151.8327164141964
1.152,4881.27,32.149,151.8327164141964
1.1525,4881.27,32.149,151.8327164141964
1.153,4881.27,32.149,151.8327164141964
1.1535,4881.27,32.149,151.8327164141964
1.154,4881.27,32.149,151.8327164141964
1.1545,4881.27,32.149,151.8327164141964
1.155,4881.27,32.149,151.8327164141964
1.1555,4881.27,32.149,151.8327164141964
1.156,4881.27,32.149,151.8327164141964
1.1565,4881.27,32.149,151.8327164141964
1.157,4881.27,32.149,151.8327164141964
1.1575,4881.27,32.149,151.8327164141964
1.158,4881.27,32.149,151.8327164141964
1.1585,4881.27,32.149,151.8327164141964
1.159,4881.27,32.149,151.8327164141964
1.1595,4881.27,32.149,151.8327164141964
1.16,4881.27,32.149,151.8327164141964
1.1605,4881.27,32.149,151.8327164141964
1.161,4881.27,32.149,151.8327164141964
1.1615,4881.27,32.149,151.8327164141964
1.162,4881.27,32.149,151.8327164141964
1.1625,4881.27,32.149,151.8327164141964
1.163,4881.27,32.149,151.8327164141964
1.1635,4881.27,32.149,151.8327164141964
1.164,4881.27,32.149,151.8327164141964
1.1645,4881.27,32.149,151.8327164141964
1.165,4881.27,32.149,151.8327164141964
1.1655,4881.27,32.149,151.8327164141964
1.166,4881.27,32.149,151.8327164141964
1.1665,4881.27,32.149,151.8327164141964
1.167,4881.27,32.149,151.8327164141964
1.1675,4881.27,32.149,151.8327164141964
1.168,4881.27,32.149,151.8327164141964
1.1685,4881.27,32.149,151.8327164141964
1.169,4881.27,32.149,151.8327164141964
1.1695,4881.27,32.149,151.8327164141964
1.17,4881.27,32.149,151.8327164141964
1.1705,4881.27,32.149,151.8327164141964
1.171,4881.27,32.149,151.8327164141964
1.1715,4881.27,32.149,151.8327164141964
1.172,4881.27,32.149,151.8327164141964
1.1725,4881.27,32.149,151.8327164141964
1.173,4881.27,32.149,151.8327164141964
1.1735,4881.27,32.149,151.8327164141964
1.174,4881.27,32.149,151.8327164141964
1.1745,4881.27,32.149,151.8327164141964
1.175,4881.27,32.149,151.8327164141964
1.1755,4881.27,32.149,151.8327164141964
1.176,4881.27,32.149,151.8327164141964
1.1765,4881.27,32.149,151.8327164141964
1.177,4881.27,32.149,151.8327164141964
1.1775,4881.27,32.149,151.8327164141964
1.178,4881.27,32.149,151.8327164141964
1.1785,4881.27,32.149,151.8327164141964
1.179,4881.27,32.149,151.8327164141964
1.1795,4881.27,32.149,151.8327164141964
1.18,4881.27,32.149,151.8327164141964
1.1805,4881.27,32.149,151.8327164141964
1.181,4881.27,32.149,151.8327164141964
